EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
2321,55,Male,IT,Manager,3,3,1,4,3,18,8,5,No,16007,15,Yes
2322,53,Female,Sales,Executive,1,1,1,3,3,0,2,0,Yes,10226,3,No
2323,46,Female,Finance,Coordinator,3,4,4,4,1,8,0,3,No,8571,21,No
2324,34,Female,IT,Engineer,3,3,2,3,4,1,1,1,Yes,15195,1,No
2325,59,Male,HR,Coordinator,4,3,4,4,2,7,7,4,No,9944,6,No
2326,59,Male,Finance,Manager,3,2,2,4,3,7,7,1,No,4520,16,No
2327,23,Male,Sales,Coordinator,1,2,4,2,4,19,1,5,No,13461,10,No
2328,26,Female,Finance,Specialist,5,2,2,3,1,1,9,3,Yes,8164,25,No
2329,32,Female,Marketing,Manager,3,3,3,3,4,1,4,3,No,15918,22,No
2330,32,Male,Sales,Executive,4,1,3,4,3,0,8,0,No,4707,14,No
2331,45,Female,Operations,Specialist,2,3,4,1,4,1,3,0,No,7035,8,No
2332,35,Female,R&D,Specialist,3,4,4,3,4,2,0,3,No,7951,2,No
2333,51,Female,R&D,Manager,4,2,4,4,1,11,0,5,No,6040,1,No
2334,56,Female,IT,Specialist,3,4,1,3,2,7,5,0,No,18584,7,Yes
2335,42,Female,Sales,Manager,5,2,2,3,1,19,6,4,No,16000,16,No
2336,26,Male,R&D,Manager,5,3,4,1,3,19,8,1,No,18774,18,No
2337,59,Male,HR,Coordinator,1,3,1,1,2,16,5,2,No,7829,20,No
2338,23,Female,IT,Manager,5,2,4,2,4,12,9,1,Yes,8391,3,No
2339,58,Female,HR,Engineer,4,3,1,1,3,0,4,5,Yes,19437,22,Yes
2340,55,Male,R&D,Executive,5,1,4,4,4,10,4,1,Yes,6362,13,No
2341,32,Male,Sales,Specialist,4,3,3,1,4,8,2,3,No,19856,3,No
2342,57,Male,IT,Analyst,3,3,1,2,4,1,3,5,No,19695,1,Yes
2343,32,Male,HR,Coordinator,1,2,3,4,4,11,2,2,Yes,18807,24,No
2344,30,Male,Marketing,Executive,1,3,1,1,4,10,9,0,No,3726,29,No
2345,27,Female,R&D,Analyst,5,1,2,2,2,6,9,0,No,17777,27,No
2346,55,Male,Finance,Manager,2,4,2,2,3,15,8,1,No,18511,13,No
2347,58,Male,HR,Specialist,5,3,1,1,1,14,6,3,Yes,19019,28,No
2348,53,Male,Operations,Coordinator,2,2,4,1,4,4,0,2,No,15954,15,No
2349,33,Male,IT,Executive,5,2,1,2,2,16,4,3,No,8210,3,Yes
2350,53,Female,HR,Analyst,4,2,2,4,1,7,0,2,No,12495,29,No
2351,38,Female,IT,Analyst,4,2,2,4,1,18,3,5,Yes,11631,5,Yes
2352,25,Male,R&D,Analyst,2,3,3,4,4,6,9,2,No,14955,29,No
2353,54,Male,R&D,Executive,1,4,2,2,3,6,0,0,No,3552,13,No
2354,30,Female,IT,Engineer,2,2,4,2,4,12,8,1,No,16505,2,No
2355,55,Male,R&D,Manager,3,3,3,4,4,17,8,0,No,12109,2,No
2356,51,Male,Sales,Specialist,1,3,2,2,2,17,3,3,No,10105,10,No
2357,41,Female,IT,Analyst,2,2,1,1,1,2,0,0,No,13983,20,No
2358,44,Female,Sales,Coordinator,3,2,1,3,3,5,5,1,No,11297,7,Yes
2359,56,Male,IT,Executive,3,2,2,2,3,15,4,4,No,18141,4,No
2360,44,Male,Finance,Coordinator,5,4,4,1,1,9,3,0,No,19743,11,No
2361,44,Female,Finance,Analyst,2,3,1,4,4,1,1,3,No,7309,2,No
2362,58,Female,HR,Executive,4,3,3,4,1,12,5,1,No,12026,19,No
2363,44,Female,R&D,Coordinator,5,4,4,2,4,6,6,3,Yes,4769,21,No
2364,49,Male,Finance,Engineer,1,4,3,3,4,12,0,5,Yes,15452,15,No
2365,40,Male,R&D,Analyst,4,3,3,1,4,8,2,2,No,5433,17,No
2366,51,Male,HR,Analyst,3,3,2,1,1,1,6,1,Yes,12656,22,Yes
2367,42,Female,Sales,Specialist,1,3,3,4,3,7,9,2,No,5100,5,No
2368,45,Male,Finance,Executive,5,2,1,3,4,7,5,1,No,6148,22,No
2369,42,Female,Operations,Executive,3,3,4,4,2,7,1,4,Yes,5515,22,No
2370,47,Male,Operations,Engineer,3,3,3,3,3,1,7,4,No,5423,8,No
2371,57,Female,Operations,Analyst,3,3,2,1,1,14,5,1,Yes,4854,11,No
2372,47,Male,Marketing,Specialist,4,1,3,4,3,2,0,2,No,16997,9,No
2373,54,Female,Operations,Coordinator,5,3,1,4,2,19,6,5,Yes,19602,6,Yes
2374,57,Female,Operations,Manager,5,3,4,4,3,13,8,2,No,10391,12,No
2375,25,Female,Operations,Specialist,4,1,1,3,3,1,7,3,Yes,15801,9,No
2376,30,Female,Operations,Coordinator,5,2,2,1,3,4,6,1,Yes,18502,14,No
2377,29,Male,Finance,Specialist,3,3,3,3,3,8,7,2,No,10684,15,No
2378,23,Female,Operations,Coordinator,3,3,1,4,3,7,7,1,No,3258,21,Yes
2379,50,Male,IT,Specialist,3,2,2,2,1,1,3,4,Yes,16090,27,Yes
2380,44,Male,IT,Specialist,5,2,2,2,2,3,4,2,No,7051,15,No
2381,27,Female,Operations,Analyst,2,4,2,1,1,19,4,2,No,15863,2,No
2382,57,Female,Marketing,Specialist,1,2,2,1,3,17,7,4,No,18633,29,No
2383,42,Male,HR,Coordinator,2,1,4,1,4,1,9,5,No,13384,19,No
2384,43,Male,Finance,Coordinator,4,3,2,2,3,11,8,3,Yes,13782,5,No
2385,30,Male,IT,Executive,2,2,2,2,3,5,7,1,No,14228,6,No
2386,55,Male,HR,Coordinator,2,3,1,4,2,1,1,1,Yes,17261,25,No
2387,47,Male,R&D,Executive,4,3,3,1,1,11,6,1,No,10116,12,No
2388,22,Male,Operations,Coordinator,2,2,2,3,1,2,2,1,No,19699,22,No
2389,57,Male,Sales,Specialist,1,1,3,1,4,14,1,5,No,6838,14,No
2390,26,Female,Marketing,Coordinator,5,1,4,1,4,18,1,0,No,11264,1,No
2391,43,Male,Marketing,Executive,4,3,2,4,4,18,9,4,No,5133,18,No
2392,25,Male,Marketing,Analyst,2,3,1,4,3,16,1,3,No,5409,6,No
2393,23,Female,Operations,Manager,3,3,1,1,1,13,2,4,Yes,6089,27,Yes
2394,37,Male,Operations,Specialist,3,3,3,4,4,1,3,1,Yes,6345,7,No
2395,37,Male,HR,Coordinator,4,2,4,3,2,13,5,0,No,6436,9,No
2396,43,Female,Marketing,Executive,3,4,4,2,1,3,0,0,No,10358,19,No
2397,22,Male,Marketing,Executive,1,3,2,3,3,13,9,4,No,9428,24,No
2398,36,Male,Marketing,Analyst,2,3,3,2,1,10,7,2,No,8842,15,No
2399,45,Female,R&D,Coordinator,1,2,2,4,1,11,7,5,No,3254,15,No
2400,25,Female,HR,Analyst,1,2,4,2,1,12,3,3,Yes,4567,29,Yes
2401,39,Male,Finance,Manager,5,4,2,3,1,10,0,0,No,19285,22,No
2402,38,Female,Marketing,Coordinator,2,3,2,2,4,16,5,5,No,3651,1,No
2403,28,Female,R&D,Engineer,4,3,2,3,2,3,6,1,No,5395,14,No
2404,31,Male,IT,Engineer,3,2,2,2,3,15,0,2,No,18686,17,No
2405,22,Female,R&D,Coordinator,5,3,2,4,1,5,7,3,No,11720,10,No
2406,23,Female,R&D,Engineer,1,4,1,1,1,5,3,1,No,5553,17,No
2407,43,Male,HR,Manager,3,4,1,2,4,17,0,4,No,19634,20,Yes
2408,53,Male,Operations,Specialist,2,3,2,3,4,19,8,5,No,8762,19,No
2409,50,Female,Operations,Engineer,1,3,4,4,1,6,7,0,No,9324,21,No
2410,56,Female,Operations,Engineer,1,4,3,2,2,14,8,4,Yes,18490,22,No
2411,38,Male,Operations,Coordinator,2,4,3,4,3,8,3,2,Yes,6463,20,No
2412,33,Male,Operations,Executive,4,4,4,1,4,4,7,0,No,18409,28,No
2413,45,Female,Finance,Executive,5,4,1,3,4,1,7,1,No,10242,1,No
2414,51,Male,Sales,Specialist,2,3,3,1,2,1,9,2,No,14223,4,No
2415,51,Male,IT,Coordinator,3,3,4,4,4,7,1,3,Yes,13260,23,No
2416,41,Female,R&D,Analyst,3,3,2,1,3,7,9,5,No,16916,29,No
2417,28,Female,Sales,Manager,1,3,4,4,1,4,7,1,No,4865,22,No
2418,59,Male,Finance,Engineer,5,3,2,1,3,17,5,3,No,18823,12,No
2419,28,Male,Marketing,Coordinator,4,1,2,3,3,15,2,0,No,18817,28,No
2420,51,Female,Marketing,Coordinator,4,2,2,2,3,10,7,3,No,12849,1,No
2421,33,Male,Operations,Manager,3,2,2,1,1,13,0,5,No,11132,19,No
2422,52,Female,Marketing,Executive,4,3,4,3,2,7,1,0,Yes,14834,11,No
2423,39,Male,Finance,Manager,3,2,3,2,1,19,6,3,Yes,4366,10,Yes
2424,23,Male,IT,Executive,5,3,3,4,4,9,7,4,Yes,14951,27,No
2425,54,Male,IT,Manager,1,4,2,2,2,10,8,5,No,18042,8,No
2426,32,Female,Finance,Executive,3,4,2,4,2,18,0,4,No,12765,28,No
2427,55,Female,Marketing,Manager,5,3,3,3,4,17,8,2,Yes,6105,26,No
2428,37,Male,Sales,Engineer,3,3,4,3,4,17,1,5,No,3991,18,No
2429,56,Male,R&D,Engineer,2,4,3,2,2,18,7,5,No,15620,17,No
2430,54,Female,HR,Specialist,3,4,2,2,4,6,6,3,No,10124,10,No
2431,42,Female,HR,Manager,5,3,3,4,2,7,5,0,No,3082,16,No
2432,41,Male,IT,Analyst,4,3,2,1,4,14,5,1,No,17650,1,No
2433,29,Female,R&D,Specialist,3,3,4,2,2,15,2,0,No,5492,7,No
2434,47,Female,Operations,Manager,1,2,1,1,1,19,4,4,Yes,10473,23,No
2435,54,Male,Finance,Analyst,5,4,2,4,1,18,1,5,No,4107,29,No
2436,47,Male,Marketing,Engineer,4,3,3,1,4,10,4,1,Yes,8531,10,No
2437,58,Female,Operations,Engineer,5,3,1,2,4,6,2,3,No,7809,17,Yes
2438,51,Female,IT,Coordinator,3,3,3,3,2,18,8,5,Yes,9164,29,No
2439,52,Male,Finance,Engineer,2,2,3,2,3,19,0,5,No,11821,5,No
2440,54,Female,HR,Coordinator,2,3,3,1,4,15,2,4,Yes,9756,24,No
2441,32,Male,IT,Analyst,1,3,1,2,1,7,0,3,No,10467,9,No
2442,26,Male,IT,Executive,1,2,2,2,4,17,8,4,Yes,9990,16,No
2443,23,Female,R&D,Manager,4,1,1,3,2,7,4,3,Yes,11005,24,No
2444,34,Male,Sales,Specialist,2,4,1,1,2,12,6,4,No,9262,10,No
2445,39,Male,IT,Coordinator,3,3,1,1,4,9,2,2,No,16712,24,Yes
2446,47,Male,Sales,Specialist,5,3,4,1,4,18,8,0,No,8913,5,No
2447,46,Male,R&D,Engineer,5,2,4,1,3,17,0,0,No,5366,3,No
2448,35,Male,IT,Executive,2,2,1,3,3,9,9,3,Yes,16345,11,No
2449,26,Female,Marketing,Coordinator,2,3,1,4,2,0,0,3,Yes,13694,2,Yes
2450,23,Male,IT,Manager,5,3,2,4,3,4,3,1,No,10420,21,No
2451,25,Male,HR,Coordinator,4,4,4,3,1,2,5,1,No,16134,7,No
2452,33,Male,Finance,Manager,5,2,2,1,4,8,8,0,No,18394,14,No
2453,32,Female,Marketing,Specialist,1,4,3,2,4,7,8,0,No,17360,17,No
2454,25,Male,Sales,Specialist,3,3,3,1,2,15,1,2,No,15462,2,No
2455,30,Male,HR,Specialist,2,3,3,4,4,9,4,3,No,8283,3,No
2456,31,Male,Marketing,Manager,2,3,4,2,1,18,4,3,No,18883,22,No
2457,48,Male,IT,Coordinator,4,4,3,4,2,13,1,0,No,3608,5,No
2458,27,Female,R&D,Specialist,1,2,4,1,4,4,8,3,No,4993,19,No
2459,36,Female,Operations,Manager,5,4,4,4,1,5,8,1,Yes,9868,28,Yes
2460,52,Male,HR,Engineer,1,1,2,3,2,7,3,3,Yes,7950,28,No
2461,43,Female,HR,Coordinator,1,4,3,3,1,10,2,1,No,12710,16,No
2462,27,Female,Operations,Coordinator,4,3,2,1,4,7,4,4,No,12430,17,No
2463,54,Female,IT,Coordinator,4,4,3,2,3,12,4,3,No,7771,17,No
2464,50,Male,HR,Executive,5,3,1,2,2,0,6,4,No,4732,9,No
2465,42,Male,Sales,Specialist,5,2,2,2,4,16,7,0,No,9502,14,No
2466,51,Male,IT,Manager,3,1,4,3,2,15,4,3,No,6851,24,No
2467,42,Male,Sales,Engineer,1,2,2,2,2,8,7,5,Yes,12810,21,No
2468,57,Male,Sales,Analyst,5,3,3,4,2,7,0,5,No,10673,9,No
2469,43,Male,HR,Engineer,4,3,4,4,1,0,8,2,No,19497,22,No
2470,41,Female,IT,Executive,3,1,4,2,2,7,2,5,Yes,12125,27,No
2471,43,Female,HR,Engineer,3,2,4,2,3,4,6,5,No,3460,2,No
2472,32,Female,HR,Specialist,4,3,3,3,4,17,1,5,No,12943,20,No
2473,52,Female,IT,Specialist,5,2,1,1,1,6,1,5,No,12213,1,No
2474,34,Female,IT,Analyst,4,3,1,3,2,17,4,2,No,4602,6,Yes
2475,39,Male,IT,Coordinator,5,3,2,3,2,15,6,5,Yes,17324,17,No
2476,43,Male,Marketing,Manager,4,4,4,1,4,11,8,4,Yes,19971,24,No
2477,38,Female,IT,Engineer,4,1,3,4,1,3,2,2,No,9803,16,No
2478,59,Male,R&D,Analyst,2,4,2,1,1,12,2,1,No,17375,2,No
2479,46,Male,IT,Specialist,5,3,3,2,2,10,3,0,No,8262,16,No
2480,53,Male,Operations,Coordinator,1,2,2,4,1,15,7,5,No,11800,18,No
2481,36,Male,IT,Manager,2,4,2,4,3,11,1,5,Yes,10873,17,No
2482,34,Male,HR,Manager,2,2,3,2,2,13,5,1,Yes,18457,7,No
2483,47,Female,Operations,Executive,2,4,3,1,2,15,7,0,Yes,10258,26,No
2484,32,Female,Marketing,Coordinator,2,3,1,2,1,19,8,2,Yes,5718,9,No
2485,34,Female,Finance,Specialist,1,3,3,4,3,17,1,0,Yes,16492,12,No
2486,54,Male,Sales,Manager,2,4,2,1,3,7,6,5,No,16277,27,No
2487,58,Male,R&D,Executive,1,2,4,4,2,2,2,1,No,4753,15,No
2488,59,Male,Operations,Executive,1,4,3,4,3,6,2,4,Yes,13583,8,No
2489,22,Male,Marketing,Specialist,2,3,3,2,3,19,4,4,No,9840,29,No
2490,48,Female,Sales,Manager,3,3,4,3,3,9,9,3,No,5290,18,No
2491,57,Male,R&D,Coordinator,1,3,1,2,2,10,7,5,No,3557,22,No
2492,53,Female,IT,Manager,2,3,4,4,4,19,4,1,No,19666,20,No
2493,36,Female,Marketing,Engineer,4,2,4,1,2,0,7,1,No,17889,20,Yes
2494,52,Female,Sales,Manager,4,2,3,1,4,10,3,4,No,8633,26,No
2495,27,Female,Marketing,Executive,5,3,1,3,3,4,6,2,Yes,12490,4,Yes
2496,46,Male,HR,Analyst,1,3,1,2,3,12,4,4,No,4905,1,Yes
2497,39,Male,HR,Specialist,1,3,4,4,2,15,9,3,No,16962,13,No
2498,43,Female,IT,Analyst,4,3,2,1,2,10,2,3,Yes,19878,9,No
2499,52,Male,Sales,Manager,1,3,2,2,1,4,4,1,No,10968,2,No
2500,57,Male,IT,Coordinator,1,3,2,1,1,5,8,1,No,8163,1,No
2501,30,Male,IT,Coordinator,4,3,3,4,3,2,6,3,No,16168,26,No
2502,24,Female,R&D,Executive,2,3,3,2,2,1,7,1,No,16341,6,No
2503,54,Female,Sales,Analyst,4,4,2,4,2,5,8,5,No,19927,22,No
2504,48,Female,Finance,Specialist,3,4,4,3,2,9,0,0,No,17222,15,No
2505,22,Female,IT,Engineer,4,1,3,4,3,5,6,3,No,4339,18,No
2506,30,Female,R&D,Analyst,4,3,1,4,1,1,9,3,No,19481,12,No
2507,26,Female,R&D,Coordinator,2,3,4,2,2,16,7,1,No,3429,2,No
2508,36,Female,Sales,Engineer,4,4,2,4,2,0,7,0,No,18848,22,No
2509,30,Male,Operations,Coordinator,4,3,3,4,4,0,8,5,No,12573,3,No
2510,49,Female,Marketing,Manager,2,3,3,2,1,5,5,3,No,7249,27,No
2511,34,Male,IT,Manager,4,3,1,1,2,16,6,0,Yes,11119,4,Yes
2512,45,Female,IT,Specialist,2,2,2,2,2,1,7,3,No,14439,26,No
2513,31,Male,Sales,Engineer,3,3,2,1,4,16,8,0,No,6717,23,No
2514,43,Male,Operations,Engineer,2,3,3,1,1,15,1,4,Yes,18924,13,No
2515,43,Male,R&D,Specialist,1,3,2,2,1,6,3,3,No,7076,5,No
2516,58,Male,Marketing,Coordinator,1,3,1,1,2,3,3,0,No,5490,13,Yes
2517,41,Female,HR,Analyst,2,4,4,3,2,12,3,4,No,12983,1,No
2518,31,Female,IT,Specialist,4,1,2,2,2,19,0,1,Yes,5291,23,No
2519,31,Female,HR,Manager,5,3,1,3,4,3,1,2,No,12215,21,Yes
2520,47,Female,Marketing,Engineer,5,3,3,2,4,4,8,0,Yes,13572,18,No
2521,46,Female,IT,Executive,3,2,4,4,4,15,7,4,No,5657,6,No
2522,49,Female,Marketing,Coordinator,3,3,1,1,4,8,9,5,No,9478,4,Yes
2523,34,Female,Sales,Executive,5,3,4,3,4,10,0,3,No,19515,4,No
2524,36,Female,IT,Manager,5,2,4,3,1,11,7,4,No,3750,5,No
2525,27,Female,Operations,Engineer,2,3,3,4,2,13,9,2,No,9829,1,No
2526,33,Female,IT,Engineer,5,4,3,1,1,14,2,2,Yes,17495,26,No
2527,40,Female,Sales,Specialist,1,3,1,2,4,4,3,2,Yes,7432,10,Yes
2528,53,Male,Marketing,Analyst,3,4,1,2,2,9,7,1,No,6460,8,Yes
2529,32,Male,Finance,Specialist,3,2,1,2,3,17,7,5,Yes,13971,21,Yes
2530,59,Male,Sales,Executive,1,2,4,2,2,7,2,0,No,13508,22,No
2531,54,Male,Sales,Engineer,3,1,3,3,2,7,3,5,No,5971,17,No
2532,23,Male,Sales,Analyst,5,2,4,1,2,3,2,3,No,4932,17,No
2533,36,Female,Sales,Specialist,3,3,2,4,3,18,7,0,Yes,17299,8,No
2534,57,Female,Operations,Analyst,1,3,3,4,1,10,7,0,No,12528,14,No
2535,26,Male,IT,Coordinator,3,1,1,4,2,5,7,1,No,5407,26,Yes
2536,36,Female,Operations,Coordinator,5,3,4,1,1,0,0,3,Yes,15567,25,Yes
2537,31,Male,Operations,Executive,2,3,3,3,1,4,4,5,No,3006,21,No
2538,38,Female,Finance,Analyst,5,2,1,1,3,0,0,1,No,6172,28,Yes
2539,55,Female,Finance,Coordinator,3,1,1,1,3,2,8,3,No,9499,16,Yes
2540,45,Male,IT,Engineer,4,2,2,1,2,2,6,5,Yes,16077,12,No
2541,31,Male,IT,Coordinator,3,2,3,4,4,2,0,4,No,5051,9,No
2542,51,Male,Marketing,Analyst,3,3,1,3,4,6,8,5,No,8098,4,No
2543,24,Female,Sales,Analyst,1,2,4,3,4,0,5,5,Yes,14053,4,Yes
2544,58,Male,Operations,Specialist,4,3,3,1,2,9,8,3,Yes,3615,21,No
2545,24,Female,Finance,Analyst,1,1,2,3,4,19,6,1,No,17864,18,No
2546,26,Female,HR,Analyst,1,3,1,3,4,4,6,4,Yes,7425,21,Yes
2547,49,Female,Sales,Executive,5,3,1,3,3,15,6,3,Yes,5135,17,No
2548,35,Female,Marketing,Analyst,2,3,3,2,3,15,7,2,No,9971,16,No
2549,32,Male,R&D,Specialist,3,3,3,4,2,3,0,1,Yes,17374,9,No
2550,29,Male,Operations,Specialist,4,3,3,3,4,16,9,4,Yes,7990,26,No
2551,58,Male,Sales,Engineer,3,3,2,4,2,12,3,2,Yes,10771,16,No
2552,29,Male,IT,Coordinator,1,3,4,2,4,2,6,4,Yes,4411,23,No
2553,33,Female,Sales,Executive,2,3,2,1,1,7,8,5,Yes,5001,28,No
2554,36,Male,R&D,Manager,1,2,1,1,2,1,1,3,Yes,13048,25,No
2555,40,Male,IT,Engineer,3,3,3,1,3,10,5,3,No,17432,2,No
2556,49,Male,HR,Analyst,5,3,4,4,4,3,1,4,Yes,14821,6,No
2557,28,Male,Finance,Coordinator,3,4,2,3,4,7,3,4,No,19566,24,No
2558,28,Female,Finance,Executive,1,3,3,2,1,12,6,3,No,3675,18,No
2559,51,Female,R&D,Engineer,4,2,3,3,1,3,1,0,No,19558,5,No
2560,39,Female,Marketing,Specialist,4,4,2,4,1,1,8,5,No,14291,18,No
2561,45,Female,R&D,Executive,4,2,4,1,1,7,5,4,No,14939,5,No
2562,27,Male,Marketing,Executive,4,4,3,2,1,17,7,0,No,8407,23,No
2563,25,Female,Marketing,Analyst,4,3,1,3,1,6,8,3,No,9668,27,No
2564,24,Male,Finance,Executive,2,1,1,3,4,16,8,2,No,13686,1,No
2565,27,Male,HR,Coordinator,2,2,3,1,3,13,2,2,No,14328,28,No
2566,47,Male,HR,Coordinator,5,3,2,3,3,6,8,1,No,19021,1,No
2567,59,Male,Sales,Executive,4,1,4,3,2,12,3,1,No,7766,1,No
2568,32,Female,R&D,Manager,1,3,3,1,4,1,7,3,Yes,7527,12,No
2569,50,Female,R&D,Analyst,1,2,1,4,4,11,5,4,No,16461,12,Yes
2570,41,Male,R&D,Executive,3,1,4,4,3,1,0,2,Yes,4862,5,No
2571,31,Female,IT,Executive,4,2,4,2,3,7,7,4,No,6203,12,No
2572,47,Female,Finance,Manager,1,2,3,3,2,17,3,0,No,6917,21,No
2573,48,Male,Finance,Manager,5,3,2,4,1,1,9,3,Yes,18146,29,No
2574,35,Male,Finance,Specialist,1,3,2,1,4,3,0,5,No,12024,13,No
2575,57,Female,HR,Analyst,5,3,2,4,3,16,3,1,No,11321,10,No
2576,33,Male,Finance,Manager,4,3,4,3,4,13,2,3,No,17263,14,No
2577,44,Female,Sales,Executive,3,3,2,2,3,7,1,1,No,19460,17,No
2578,42,Male,IT,Manager,3,1,1,2,1,3,9,3,No,10216,25,Yes
2579,29,Male,Finance,Engineer,2,4,3,4,1,15,7,3,No,6822,10,No
2580,30,Male,IT,Specialist,4,3,1,1,4,8,9,1,No,14674,16,No
2581,45,Male,IT,Specialist,1,3,2,1,3,17,5,0,No,6193,8,No
2582,52,Female,HR,Coordinator,3,3,3,3,4,17,7,3,No,16883,12,No
2583,46,Female,R&D,Analyst,5,3,3,4,1,12,7,2,No,19834,13,No
2584,38,Female,IT,Specialist,5,4,2,1,4,10,4,3,No,8060,6,No
2585,50,Female,Sales,Analyst,1,4,3,1,3,1,1,4,No,14768,16,No
2586,24,Male,HR,Engineer,1,4,2,1,1,1,4,2,Yes,14940,18,Yes
2587,42,Male,Operations,Coordinator,4,3,3,4,4,10,5,4,No,6967,22,No
2588,29,Female,IT,Executive,1,4,2,3,2,12,7,1,No,15540,24,No
2589,35,Female,Marketing,Engineer,1,3,1,1,4,14,9,1,Yes,12498,21,Yes
2590,37,Female,IT,Analyst,1,1,3,2,4,15,1,1,No,9148,3,No
2591,39,Female,R&D,Analyst,3,2,4,4,3,15,6,5,No,12523,9,No
2592,52,Female,Finance,Analyst,4,3,1,4,1,16,8,4,No,13937,9,No
2593,32,Male,HR,Executive,1,3,4,4,1,16,9,1,No,15378,17,No
2594,59,Female,Operations,Coordinator,1,1,1,1,2,6,8,2,Yes,3829,7,No
2595,41,Female,HR,Coordinator,5,3,1,3,4,8,9,1,Yes,15719,21,Yes
2596,25,Male,Finance,Analyst,3,4,1,3,4,3,3,3,Yes,7678,12,No
2597,41,Male,HR,Engineer,1,3,4,2,4,14,9,4,Yes,17259,1,No
2598,52,Female,Operations,Coordinator,3,3,1,2,1,10,5,4,No,11170,25,No
2599,41,Female,HR,Executive,4,1,3,3,1,5,5,4,No,3578,7,No
2600,32,Female,Sales,Engineer,4,1,3,3,4,0,6,4,No,13382,5,Yes
2601,22,Male,Sales,Executive,2,2,3,3,4,0,9,0,No,12680,20,No
2602,39,Female,Finance,Analyst,5,3,1,4,1,4,6,1,Yes,9082,1,Yes
2603,54,Female,Marketing,Coordinator,2,3,2,4,3,3,9,3,No,6268,21,No
2604,57,Male,Marketing,Executive,3,2,2,3,2,13,1,3,Yes,13539,24,No
2605,39,Male,Operations,Manager,5,1,3,2,2,9,4,5,Yes,9598,9,No
2606,52,Male,Operations,Engineer,1,1,1,3,2,0,0,4,No,13366,16,No
2607,56,Male,Operations,Manager,5,3,4,2,3,11,1,3,No,12880,8,No
2608,59,Female,Operations,Manager,5,3,4,4,4,16,5,1,No,16075,2,No
2609,36,Male,Operations,Analyst,4,4,3,3,1,2,4,2,No,15504,6,No
2610,27,Male,Marketing,Analyst,2,2,1,2,3,9,7,3,No,10233,16,Yes
2611,29,Male,R&D,Manager,4,3,4,3,2,0,0,5,Yes,7745,23,No
2612,43,Female,HR,Executive,4,3,4,4,4,18,8,0,No,12009,24,No
2613,22,Male,IT,Analyst,2,4,4,4,2,17,3,4,Yes,13053,23,No
2614,34,Female,Operations,Engineer,4,3,2,4,2,12,0,2,No,11586,26,No
2615,45,Male,Marketing,Manager,5,3,2,1,3,19,4,5,Yes,5928,1,No
2616,42,Female,IT,Engineer,3,3,4,4,4,16,9,2,No,17172,21,No
2617,25,Female,Sales,Coordinator,1,1,1,3,3,3,8,4,Yes,15954,5,No
2618,28,Female,Marketing,Engineer,1,3,4,2,1,8,6,4,Yes,5083,13,Yes
2619,33,Male,IT,Engineer,4,4,4,3,3,9,2,3,Yes,8420,28,No
2620,34,Female,Marketing,Manager,2,3,2,3,1,9,7,4,No,16536,3,No
2621,37,Male,IT,Specialist,5,4,1,1,1,14,1,0,No,5359,14,Yes
2622,27,Male,Marketing,Coordinator,4,3,3,3,1,4,3,1,No,11100,22,No
2623,35,Female,HR,Analyst,5,2,1,1,4,17,6,2,No,14461,29,No
2624,52,Male,IT,Engineer,5,3,1,3,4,10,3,4,Yes,15326,22,No
2625,57,Female,Finance,Manager,1,1,2,1,2,12,8,3,No,12095,8,No
2626,58,Male,Marketing,Specialist,3,2,1,4,1,16,2,4,No,8451,21,No
2627,56,Female,Finance,Manager,3,3,2,1,4,17,0,0,No,17254,17,No
2628,31,Male,Marketing,Analyst,2,3,1,1,3,15,9,4,No,9850,29,No
2629,38,Female,Operations,Manager,3,3,2,3,3,17,1,0,No,11757,19,No
2630,51,Male,R&D,Executive,4,4,1,4,4,4,8,4,No,14946,14,No
2631,28,Male,Marketing,Coordinator,1,3,1,1,4,7,4,1,No,18603,9,No
2632,39,Female,R&D,Executive,1,3,1,3,2,13,4,3,No,3139,7,Yes
2633,40,Male,HR,Engineer,5,4,1,2,2,19,4,5,No,12969,21,No
2634,36,Male,R&D,Manager,4,3,3,3,2,12,9,0,No,14019,14,No
2635,43,Female,IT,Manager,4,3,3,3,3,8,0,4,Yes,8284,27,No
2636,51,Female,Finance,Engineer,5,2,2,2,3,0,2,2,No,14910,1,Yes
2637,41,Female,Operations,Engineer,5,3,3,1,1,17,2,0,No,13309,12,No
2638,53,Female,Sales,Coordinator,1,4,4,3,3,6,1,1,No,12896,4,No
2639,46,Female,IT,Specialist,4,4,3,3,4,8,6,1,No,7566,24,No
2640,44,Male,Finance,Manager,3,3,2,3,2,6,4,2,No,14458,15,No
2641,26,Female,Finance,Analyst,3,3,4,4,1,7,0,4,No,15965,1,No
2642,51,Male,HR,Analyst,1,4,3,1,1,17,0,4,No,4372,8,No
2643,48,Male,IT,Analyst,3,2,4,4,4,9,3,4,Yes,14428,15,No
2644,58,Male,Marketing,Engineer,3,4,4,1,2,16,7,4,No,11170,6,No
2645,28,Male,R&D,Engineer,4,3,4,2,1,18,8,5,No,13617,27,No
