employeeid,age,gender,department,jobrole,educationlevel,performancerating,jobsatisfaction,environmentsatisfaction,worklifebalance,yearsatcompany,yearsincurrentrole,trainingtimeslastyear,overtime,monthlyincome,distancefromhome,attrition,attrition_flag,age_bin,income_bin,distance_bin,tenure_bin,low_job_satisfaction,poor_work_life,long_role_stagnation,long_commute,attrition_probability,attrition_risk_score
2131,56,Male,Sales,Manager,2,3,3,4,1,10,6,0,No,18966,3,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.10685268062397237,10.7
2132,57,Female,HR,Executive,5,3,2,4,3,6,8,4,No,16550,28,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.07436515947823603,7.4
2133,57,Male,Sales,Coordinator,5,2,2,4,2,18,9,1,Yes,5198,27,No,0,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.1038278424120382,10.4
2134,46,Male,HR,Executive,4,4,3,3,4,14,8,2,Yes,4005,15,No,0,"(40, 50]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,0,1,1,0.05135450252841278,5.1
2135,41,Female,IT,Manager,5,3,1,2,3,19,9,1,No,18742,28,Yes,1,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.3066830018956086,30.7
2136,38,Female,Marketing,Analyst,2,3,4,4,4,13,0,5,Yes,13622,28,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,0,0,1,0.009340634534513777,0.9
2137,44,Female,Operations,Manager,2,4,2,1,2,9,8,5,No,15406,11,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.07007291143619572,7.0
2138,46,Male,Operations,Manager,5,4,1,3,3,15,2,1,No,19451,17,Yes,1,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",1,0,0,1,0.35314274009033875,35.3
2139,52,Male,Finance,Coordinator,5,4,2,4,1,17,5,2,No,12989,1,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.08911755607210012,8.9
2140,27,Female,IT,Analyst,4,2,2,4,1,14,1,3,Yes,17089,20,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.20621295235366868,20.6
2141,56,Male,Finance,Coordinator,1,4,2,2,2,16,3,4,No,3286,18,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.06316474562893483,6.3
2142,25,Female,Marketing,Manager,5,3,3,4,4,16,2,1,No,19781,20,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,0,1,0.03634545749284265,3.6
2143,41,Male,IT,Coordinator,1,2,2,4,2,11,5,1,No,13869,13,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.05975471016077244,6.0
2144,22,Male,Marketing,Engineer,3,4,1,4,3,0,0,4,Yes,13629,9,Yes,1,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]",,1,0,0,0,0.5666148001815414,56.7
2145,47,Female,HR,Engineer,1,2,2,2,4,13,3,1,No,9628,19,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.05382848427907507,5.4
2146,55,Female,IT,Engineer,5,4,2,4,4,16,0,2,Yes,4651,12,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.05005217346465626,5.0
2147,31,Male,IT,Executive,2,1,2,1,4,4,0,4,Yes,5523,17,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(2, 5]",1,0,0,1,0.10386250688929403,10.4
2148,44,Male,HR,Specialist,2,3,3,3,4,3,3,0,No,12216,17,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(2, 5]",0,0,1,1,0.046027257406601255,4.6
2149,45,Male,R&D,Coordinator,5,1,3,4,3,1,4,0,Yes,14600,28,No,0,"(40, 50]","(11588.5, 15743.5]","(22.0, 29.0]","(0, 2]",0,0,1,1,0.19607789744400858,19.6
2150,34,Male,Marketing,Manager,4,4,1,2,4,19,6,3,Yes,6258,4,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.3150730421982029,31.5
2151,50,Female,R&D,Specialist,5,2,3,1,4,4,7,5,Yes,11089,25,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",0,0,1,1,0.09853991980117034,9.9
2152,48,Female,IT,Coordinator,5,3,2,3,2,2,2,1,No,3145,29,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(0, 2]",1,1,0,1,0.07551271295348486,7.6
2153,52,Female,R&D,Engineer,4,3,3,2,1,17,2,2,Yes,10781,19,Yes,1,"(50, 65]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.20883436884637818,20.9
2154,31,Male,Operations,Analyst,4,3,4,2,4,12,9,4,No,6095,20,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,0,1,1,0.00327736389526475,0.3
2155,52,Male,IT,Engineer,3,3,3,3,1,12,3,5,No,9894,4,No,0,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.08174298421228822,8.2
2156,31,Male,Sales,Manager,3,1,2,3,4,11,5,5,No,18566,26,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.050689178412570715,5.1
2157,45,Male,HR,Specialist,3,3,2,2,4,3,1,1,No,13309,20,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(2, 5]",1,0,0,1,0.05199966069706238,5.2
2158,54,Female,Finance,Specialist,4,3,4,1,2,6,5,5,No,18486,15,No,0,"(50, 65]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,1,1,1,0.011467024433949908,1.1
2159,35,Female,HR,Coordinator,1,4,3,1,1,5,5,2,No,17421,29,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(2, 5]",0,1,1,1,0.14921150161411548,14.9
2160,56,Female,IT,Executive,5,3,2,1,2,7,1,2,Yes,17372,13,No,0,"(50, 65]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",1,1,0,0,0.14415006257600627,14.4
2161,55,Male,Sales,Analyst,3,3,3,3,3,4,4,0,No,6311,20,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(2, 5]",0,0,1,1,0.06585655267452137,6.6
2162,38,Female,HR,Engineer,1,3,3,4,1,5,6,0,No,12627,11,No,0,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(2, 5]",0,1,1,0,0.12524050527193387,12.5
2163,42,Female,Finance,Analyst,5,4,2,2,1,4,8,2,No,14710,11,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(2, 5]",1,1,1,0,0.11864617284737519,11.9
2164,53,Female,Finance,Manager,1,1,1,1,2,18,2,1,No,14720,20,Yes,1,"(50, 65]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.5106901719488428,51.1
2165,24,Female,Sales,Executive,2,2,3,4,4,8,6,4,No,4565,20,No,0,"(18, 30]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.03721480728127953,3.7
2166,36,Male,Finance,Engineer,2,3,4,3,4,17,2,3,No,18400,21,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,0,1,0.004158116376521253,0.4
2167,29,Male,Operations,Manager,5,3,1,2,3,7,1,1,Yes,18623,7,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",1,0,0,0,0.6153113412748196,61.5
2168,53,Female,Finance,Analyst,1,3,1,4,4,0,3,2,No,18623,18,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]",,1,0,1,1,0.35136476399040983,35.1
2169,59,Female,Marketing,Executive,1,3,3,2,1,13,7,4,No,8128,15,No,0,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,1,1,1,0.1043384266907733,10.4
2170,47,Female,Sales,Engineer,4,2,4,3,1,8,4,3,No,18594,20,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.019499914535605473,1.9
2171,51,Female,Sales,Analyst,3,2,3,3,3,6,7,2,Yes,19536,11,No,0,"(50, 65]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.14359655305753316,14.4
2172,30,Female,HR,Engineer,5,2,2,1,3,9,5,4,No,12279,7,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.08841469213993595,8.8
2173,53,Male,Finance,Executive,1,3,2,2,2,16,0,4,No,15034,12,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,1,0,0,0.06871777081172342,6.9
2174,32,Female,Finance,Executive,3,4,1,2,1,10,2,3,Yes,8624,25,Yes,1,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",1,1,0,1,0.7140865526927691,71.4
2175,43,Female,IT,Analyst,5,3,4,4,1,16,7,2,Yes,9623,5,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.018133688601649583,1.8
2176,55,Female,IT,Engineer,1,4,4,2,3,13,3,5,No,15826,21,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,0,1,1,0.006675315885873082,0.7
2177,39,Male,Sales,Specialist,2,2,1,2,3,13,1,0,No,16437,8,Yes,1,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.3856754526488679,38.6
2178,40,Male,IT,Manager,1,2,3,4,1,7,7,1,No,5546,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.09576872695289065,9.6
2179,39,Male,HR,Executive,2,1,3,1,3,17,4,5,No,14329,23,No,0,"(30, 40]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.0783119399097451,7.8
2180,58,Male,Marketing,Engineer,2,3,2,2,4,18,0,5,No,5676,3,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.031340159698072384,3.1
2181,39,Male,HR,Analyst,4,1,3,4,2,17,7,3,Yes,9993,28,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.11955041434045982,12.0
2182,33,Female,Operations,Analyst,4,3,3,3,4,16,8,1,No,5106,2,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.025444185328380293,2.5
2183,25,Female,Marketing,Executive,3,1,4,1,2,17,7,3,No,17103,6,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.008900448629964421,0.9
2184,48,Male,Operations,Coordinator,5,3,1,4,3,13,0,0,No,15438,11,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.36818482249563805,36.8
2185,26,Male,Sales,Executive,3,3,3,2,1,7,5,1,No,17128,21,No,0,"(18, 30]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.11471930881127962,11.5
2186,27,Male,HR,Coordinator,4,2,1,1,4,17,5,4,No,12409,16,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.27492854476227285,27.5
2187,34,Female,HR,Specialist,3,3,4,1,4,8,6,5,No,10740,9,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.004927975613399927,0.5
2188,44,Male,Operations,Analyst,5,3,1,1,3,0,0,4,Yes,6048,12,No,0,"(40, 50]","(2999.999, 7292.0]","(8.0, 15.0]",,1,0,0,0,0.6184285768517787,61.8
2189,46,Male,Marketing,Engineer,5,2,2,3,4,5,7,1,Yes,10231,8,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(2, 5]",1,0,1,0,0.08105308819060018,8.1
2190,25,Male,IT,Coordinator,1,4,2,4,1,5,3,2,Yes,17241,27,Yes,1,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(2, 5]",1,1,1,1,0.2014343102782381,20.1
2191,53,Female,Operations,Manager,3,3,1,1,2,5,3,4,No,5414,3,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",1,1,1,0,0.470139444633624,47.0
2192,36,Male,Sales,Manager,4,1,3,2,4,6,9,3,No,16115,12,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.044452076005753016,4.4
2193,47,Female,Marketing,Specialist,1,3,3,2,2,16,3,2,Yes,13018,13,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.11994463893015626,12.0
2194,32,Female,HR,Coordinator,3,2,3,2,2,8,5,3,No,18412,7,No,0,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.09327832464393251,9.3
2195,30,Female,Sales,Coordinator,5,4,4,1,1,10,5,0,No,12593,10,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.014250728000389248,1.4
2196,32,Female,Operations,Engineer,4,3,1,2,3,17,5,5,Yes,9911,28,Yes,1,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.5356070781714655,53.6
2197,23,Female,Finance,Manager,3,3,2,1,1,12,1,4,Yes,12339,11,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,1,0,0,0.2740116375837124,27.4
2198,48,Male,Operations,Manager,5,1,3,4,1,13,4,0,Yes,19454,13,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.24753317192795338,24.8
2199,47,Female,HR,Engineer,5,4,1,1,2,4,1,5,No,13380,28,Yes,1,"(40, 50]","(11588.5, 15743.5]","(22.0, 29.0]","(2, 5]",1,1,0,1,0.45599200579947935,45.6
2200,29,Female,Sales,Coordinator,3,2,4,1,3,6,5,2,No,13866,18,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,0,1,1,0.012288458445250403,1.2
2201,42,Female,IT,Engineer,3,3,2,4,1,2,6,3,No,9732,29,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(0, 2]",1,1,1,1,0.11362465813545512,11.4
2202,42,Male,IT,Executive,4,3,4,2,3,11,5,4,No,18668,14,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,0,1,0,0.005929727385461971,0.6
2203,29,Female,HR,Manager,1,3,3,1,1,6,2,1,No,14280,22,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,1,0,1,0.17171426804991513,17.2
2204,22,Female,Operations,Coordinator,5,4,1,4,1,6,9,0,No,4208,14,Yes,1,"(18, 30]","(2999.999, 7292.0]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.46686585772114525,46.7
2205,59,Female,Operations,Manager,1,4,1,3,2,10,9,4,No,5125,17,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.35804343663681526,35.8
2206,34,Male,R&D,Specialist,1,2,4,4,2,9,4,1,No,15150,15,No,0,"(30, 40]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,1,1,1,0.009254187002953263,0.9
2207,30,Female,Operations,Executive,5,3,2,3,2,1,8,5,Yes,19786,9,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]","(0, 2]",1,1,1,0,0.15167561893430873,15.2
2208,49,Female,HR,Executive,3,1,2,4,3,11,5,2,No,5210,2,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.08356798956132891,8.4
2209,27,Female,Marketing,Manager,5,3,4,1,1,8,2,5,Yes,7241,23,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(5, 10]",0,1,0,1,0.03891295430389882,3.9
2210,44,Female,Marketing,Analyst,1,3,3,2,4,5,8,1,No,17163,15,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(2, 5]",0,0,1,1,0.04145637936102714,4.1
2211,57,Female,Sales,Analyst,4,3,2,1,2,13,4,5,No,4828,4,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.0646281993330797,6.5
2212,38,Female,Sales,Engineer,5,3,1,1,3,7,0,2,No,18766,21,Yes,1,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",1,0,0,1,0.4595051374668873,46.0
2213,30,Female,R&D,Executive,4,3,4,3,3,15,9,0,No,3458,15,No,0,"(18, 30]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,0,1,1,0.006196727357105504,0.6
2214,33,Male,IT,Manager,3,3,3,2,1,15,2,1,Yes,5182,3,Yes,1,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,1,0,0,0.1625947752456647,16.3
2215,43,Male,HR,Coordinator,3,3,1,2,4,0,2,3,No,3406,18,Yes,1,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]",,1,0,0,1,0.3273765521006522,32.7
2216,33,Male,Operations,Manager,4,2,1,1,4,9,1,5,No,15890,16,Yes,1,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(5, 10]",1,0,0,1,0.3303990995035176,33.0
2217,27,Female,Finance,Manager,4,3,1,4,4,18,1,5,No,5196,11,Yes,1,"(18, 30]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,0,0,0,0.23477801424081887,23.5
2218,30,Male,Sales,Coordinator,5,2,1,4,4,6,8,3,No,13553,1,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.24661212702581395,24.7
2219,58,Female,HR,Coordinator,3,3,3,2,2,5,2,3,Yes,11159,23,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",0,1,0,1,0.18455336682250414,18.5
2220,24,Male,Marketing,Specialist,4,3,1,1,4,3,9,2,No,3945,12,No,0,"(18, 30]","(2999.999, 7292.0]","(8.0, 15.0]","(2, 5]",1,0,1,0,0.22349281745115696,22.3
2221,55,Male,R&D,Analyst,2,2,4,1,2,8,3,5,No,5715,16,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.010491227839427002,1.0
2222,29,Female,Finance,Specialist,5,2,4,3,4,3,5,1,No,10268,10,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,0,1,0,0.005959579424401951,0.6
2223,31,Female,IT,Manager,5,3,4,2,2,10,9,4,No,10233,11,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.00632756439145409,0.6
2224,30,Female,HR,Manager,2,3,2,4,2,2,8,1,No,17705,25,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(0, 2]",1,1,1,1,0.0955742914821223,9.6
2225,35,Female,Operations,Executive,3,3,4,4,4,11,0,1,No,9664,10,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.004431288669518469,0.4
2226,58,Female,IT,Executive,4,3,4,2,3,2,2,5,No,3742,27,No,0,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(0, 2]",0,0,0,1,0.008449005548623156,0.8
2227,48,Male,Marketing,Analyst,4,3,1,3,4,6,2,5,Yes,13094,12,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,0,0,0,0.40410677470560286,40.4
2228,53,Female,Sales,Coordinator,3,3,1,4,2,2,5,0,No,5108,10,Yes,1,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(0, 2]",1,1,1,0,0.4210415953581309,42.1
2229,25,Male,Marketing,Engineer,2,3,3,2,2,3,8,4,No,15867,1,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(2, 5]",0,1,1,0,0.06304622790309478,6.3
2230,23,Male,Operations,Manager,2,3,3,1,3,4,8,3,No,3469,26,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(2, 5]",0,0,1,1,0.069726979415461,7.0
2231,54,Female,R&D,Executive,2,3,4,2,1,17,4,2,Yes,7485,10,Yes,1,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.028101170832630452,2.8
2232,42,Male,Sales,Analyst,5,3,4,2,1,3,8,4,Yes,19483,20,Yes,1,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",0,1,1,1,0.03153763006928847,3.2
2233,22,Male,Finance,Specialist,4,3,3,2,3,4,5,3,Yes,19851,6,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(2, 5]",0,0,1,0,0.14076884279515886,14.1
2234,32,Female,Sales,Manager,1,3,2,1,3,18,4,2,No,7082,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,0,1,0,0.06627465311506156,6.6
2235,22,Female,Marketing,Engineer,5,3,4,2,4,3,7,4,Yes,9027,16,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(2, 5]",0,0,1,1,0.010669382308550197,1.1
2236,32,Male,Operations,Analyst,5,3,4,1,2,11,6,2,No,5362,17,No,0,"(30, 40]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.00719596660897944,0.7
2237,28,Male,IT,Coordinator,4,1,1,4,1,13,6,2,No,6904,26,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.49177501556015885,49.2
2238,23,Male,HR,Engineer,3,3,1,3,4,11,3,3,No,15072,21,Yes,1,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.26427711948355465,26.4
2239,36,Female,Marketing,Manager,4,3,4,1,1,12,9,0,No,14778,22,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.015737422627329717,1.6
2240,29,Female,HR,Analyst,3,2,2,3,4,4,0,3,Yes,11317,8,No,0,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(2, 5]",1,0,0,0,0.11515334039017984,11.5
2241,47,Female,HR,Coordinator,4,3,2,3,2,0,4,4,No,15919,11,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]",,1,1,1,0,0.10411972532692022,10.4
2242,56,Male,Marketing,Executive,5,3,3,4,4,18,8,3,No,17431,3,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.022469844552054096,2.2
2243,42,Female,Marketing,Engineer,2,2,2,1,2,13,7,3,No,8294,13,No,0,"(40, 50]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.07114001009568245,7.1
2244,59,Female,Marketing,Specialist,5,2,2,4,4,8,3,3,Yes,14739,26,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.09740795497604804,9.7
2245,29,Male,R&D,Specialist,5,2,3,1,2,8,9,5,Yes,11416,20,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.12915629020518954,12.9
2246,53,Male,R&D,Engineer,1,3,2,3,4,13,8,5,Yes,14161,13,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,1,0,0.0631587909328229,6.3
2247,29,Male,HR,Manager,5,2,3,3,4,19,5,5,Yes,7348,13,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",0,0,1,0,0.06552166016620214,6.6
2248,31,Female,Finance,Manager,5,3,1,2,2,0,6,4,No,19014,6,Yes,1,"(30, 40]","(15743.5, 19999.0]","(0.999, 8.0]",,1,1,1,0,0.49502503212233984,49.5
2249,44,Female,Operations,Manager,5,3,3,1,3,14,9,4,Yes,15588,27,No,0,"(40, 50]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.12831210402543688,12.8
2250,25,Female,Finance,Specialist,1,3,4,3,3,10,9,2,Yes,12416,11,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.015308986035141608,1.5
2251,59,Female,Marketing,Specialist,3,4,2,1,4,17,9,2,Yes,18828,27,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.061325329565210265,6.1
2252,51,Female,Marketing,Executive,1,4,2,4,2,19,7,4,No,11595,7,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.043403677292386734,4.3
2253,44,Female,HR,Manager,2,3,3,4,1,8,0,5,No,13522,8,No,0,"(40, 50]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",0,1,0,0,0.1431312670668026,14.3
2254,26,Female,Operations,Specialist,3,1,4,1,1,4,3,2,Yes,7800,10,Yes,1,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,1,1,0,0.049252031670238526,4.9
2255,42,Male,R&D,Specialist,1,2,2,3,1,14,5,3,Yes,14016,8,Yes,1,"(40, 50]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.2114993537699997,21.1
2256,27,Female,Sales,Manager,2,4,1,4,1,14,3,1,Yes,7025,14,Yes,1,"(18, 30]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.6663227294588989,66.6
2257,38,Female,Sales,Manager,2,2,3,3,1,1,2,5,No,11498,19,No,0,"(30, 40]","(7292.0, 11588.5]","(15.0, 22.0]","(0, 2]",0,1,0,1,0.1729045846705078,17.3
2258,46,Male,Operations,Specialist,4,4,4,1,2,0,4,5,No,7005,29,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]",,0,1,1,1,0.00889304809515024,0.9
2259,45,Male,Finance,Coordinator,4,3,3,2,4,1,3,5,No,12811,17,No,0,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(0, 2]",0,0,1,1,0.053754314617859164,5.4
2260,43,Male,Operations,Engineer,5,2,2,3,1,0,4,1,No,10544,20,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]",,1,1,1,1,0.1602703717794334,16.0
2261,34,Male,Finance,Specialist,3,4,2,4,3,18,1,2,Yes,5706,2,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.09141749446517802,9.1
2262,38,Female,Marketing,Executive,1,4,2,1,3,14,2,2,Yes,4405,26,No,0,"(30, 40]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,0,0,1,0.12243426254433389,12.2
